shop_id,year_month,months_active,monthly_revenue_rs,monthly_expenses_rs,monthly_profit_rs,profit_margin_pct,avg_daily_txns,sales_volatility,credit_sales_ratio,digital_payment_ratio,stockout_rate,target_credit_ready
SHOP_1879,2025-01,30,73165,54870,18295,25.0,12.94,4.961,0.179,0.907,0.264,1
SHOP_1880,2025-01,24,126436,68997,57439,45.43,0.68,0.604,0.446,0.093,0.289,0
SHOP_1881,2025-01,30,42040,21022,21018,50.0,1.14,0.36,0.297,0.518,0.262,1
SHOP_1882,2025-01,14,42366,38830,3536,8.35,17.11,4.292,0.403,0.311,0.376,0
SHOP_1883,2025-01,6,155965,108875,47090,30.19,13.84,4.644,0.214,0.23,0.317,0
SHOP_1884,2025-01,3,28433,23577,4856,17.08,5.67,0.544,0.057,0.49,0.623,0
SHOP_1885,2025-01,16,54685,52227,2458,4.49,13.92,0.656,0.217,0.584,0.487,1
SHOP_1886,2025-01,7,74893,46858,28035,37.43,15.95,0.263,0.229,0.029,0.629,0
SHOP_1887,2025-01,14,79060,41327,37733,47.73,6.48,0.612,0.275,0.746,0.496,0
SHOP_1888,2025-01,9,64514,57654,6860,10.63,1.2,1.126,0.053,0.782,0.68,0
SHOP_1889,2025-01,15,96478,53007,43471,45.06,18.69,4.853,0.496,0.918,0.445,1
SHOP_1890,2025-01,21,118777,62679,56098,47.23,7.23,3.373,0.122,0.188,0.674,0
SHOP_1891,2025-01,35,122302,60588,61714,50.46,2.58,3.915,0.099,0.573,0.111,1
SHOP_1892,2025-01,2,36678,30787,5891,16.06,10.09,3.903,0.263,0.417,0.037,0
SHOP_1893,2025-01,27,59940,30024,29916,49.91,15.49,2.722,0.269,0.331,0.405,1
SHOP_1894,2025-01,2,168777,136718,32059,19.0,4.82,4.008,0.22,0.546,0.688,0
SHOP_1895,2025-01,35,136797,94015,42782,31.27,5.76,3.019,0.386,0.748,0.292,1
SHOP_1896,2025-01,18,27973,26665,1308,4.68,5.23,1.641,0.258,0.041,0.148,0
SHOP_1897,2025-01,14,93530,89484,4046,4.33,19.84,2.849,0.305,0.922,0.365,0
SHOP_1898,2025-01,20,18311,10954,7357,40.18,4.35,2.714,0.362,0.773,0.454,1
SHOP_1899,2025-01,18,75573,56258,19315,25.56,11.72,4.135,0.013,0.719,0.221,0
SHOP_1900,2025-01,10,276078,233055,43023,15.58,18.54,4.91,0.285,0.727,0.5,0
SHOP_1901,2025-01,25,37665,33111,4554,12.09,3.36,2.114,0.442,0.382,0.683,0
SHOP_1902,2025-01,2,40781,25485,15296,37.51,19.43,3.841,0.009,0.719,0.628,1
SHOP_1903,2025-01,25,124844,122321,2523,2.02,18.98,0.589,0.203,0.38,0.204,1
SHOP_1904,2025-01,33,24836,13731,11105,44.71,17.75,3.906,0.463,0.856,0.229,1
SHOP_1905,2025-01,36,46961,44049,2912,6.2,4.68,1.92,0.177,0.185,0.26,1
SHOP_1906,2025-01,31,111025,97537,13488,12.15,12.86,0.293,0.229,0.292,0.276,0
SHOP_1907,2025-01,14,46911,36370,10541,22.47,15.34,1.88,0.491,0.533,0.07,0
SHOP_1908,2025-01,1,61996,44825,17171,27.7,19.73,3.092,0.1,0.317,0.533,0
SHOP_1909,2025-01,16,123122,97494,25628,20.81,4.02,0.684,0.033,0.415,0.256,1
SHOP_1910,2025-01,3,98232,79570,18662,19.0,15.44,4.628,0.43,0.478,0.616,0
SHOP_1911,2025-01,35,88148,41352,46796,53.09,7.11,0.481,0.434,0.816,0.649,1
SHOP_1912,2025-01,6,57677,36911,20766,36.0,3.92,4.657,0.236,0.507,0.017,0
SHOP_1913,2025-01,25,94754,91682,3072,3.24,8.72,3.565,0.257,0.357,0.692,0
SHOP_1914,2025-01,13,67063,50432,16631,24.8,15.98,1.716,0.418,0.25,0.497,0
SHOP_1915,2025-01,34,100757,52015,48742,48.38,9.56,2.015,0.369,0.4,0.364,1
SHOP_1916,2025-01,8,51645,42361,9284,17.98,10.98,3.73,0.133,0.5,0.273,0
SHOP_1917,2025-01,21,64357,59845,4512,7.01,19.91,3.047,0.008,0.714,0.363,0
SHOP_1918,2025-01,34,36572,21141,15431,42.19,8.28,3.391,0.24,0.133,0.227,1
SHOP_1919,2025-01,4,71360,47013,24347,34.12,12.5,2.007,0.429,0.226,0.436,0
SHOP_1920,2025-01,25,41452,28093,13359,32.23,7.62,2.49,0.448,0.373,0.065,1
SHOP_1921,2025-01,15,33529,31906,1623,4.84,8.16,4.95,0.478,0.355,0.435,0
SHOP_1922,2025-01,4,87646,79367,8279,9.45,14.06,1.148,0.44,0.384,0.193,0
SHOP_1923,2025-01,12,84874,55172,29702,35.0,18.79,2.147,0.29,0.758,0.012,1
SHOP_1924,2025-01,32,126502,110038,16464,13.01,11.08,1.53,0.222,0.321,0.387,0
SHOP_1925,2025-01,32,54080,38551,15529,28.72,15.48,3.849,0.387,0.487,0.405,0
SHOP_1926,2025-01,28,97308,67261,30047,30.88,2.24,3.844,0.37,0.6,0.299,0
SHOP_1927,2025-01,13,107534,89225,18309,17.03,4.62,1.533,0.269,0.236,0.051,0
SHOP_1928,2025-01,31,99842,47658,52184,52.27,10.29,0.499,0.044,0.688,0.625,1
SHOP_1929,2025-01,14,41029,21889,19140,46.65,0.89,0.156,0.463,0.529,0.428,1
SHOP_1930,2025-01,20,81191,48483,32708,40.29,5.43,2.195,0.228,0.436,0.081,1
SHOP_1931,2025-01,18,94362,88574,5788,6.13,10.59,2.111,0.182,0.773,0.358,0
SHOP_1932,2025-01,29,73499,67895,5604,7.62,0.79,4.943,0.315,0.246,0.348,0
SHOP_1933,2025-01,6,16974,12201,4773,28.12,5.66,2.402,0.337,0.841,0.042,1
SHOP_1934,2025-01,32,81825,73219,8606,10.52,10.52,1.356,0.105,0.542,0.425,1
SHOP_1935,2025-01,29,344129,158822,185307,53.85,11.68,4.467,0.418,0.587,0.566,1
SHOP_1936,2025-01,2,56839,50927,5912,10.4,18.55,2.506,0.145,0.834,0.524,0
SHOP_1937,2025-01,23,43930,31702,12228,27.84,13.08,3.036,0.093,0.78,0.142,1
SHOP_1938,2025-01,19,94973,74745,20228,21.3,8.59,0.569,0.203,0.579,0.604,1
SHOP_1939,2025-01,31,91005,58346,32659,35.89,18.64,1.976,0.365,0.72,0.24,1
SHOP_1940,2025-01,5,168538,153641,14897,8.84,15.81,4.727,0.483,0.423,0.663,0
SHOP_1941,2025-01,19,30318,22797,7521,24.81,4.4,2.989,0.405,0.529,0.05,0
SHOP_1942,2025-01,34,122023,101817,20206,16.56,3.05,1.788,0.47,0.078,0.34,0
SHOP_1943,2025-01,10,110558,56328,54230,49.05,13.68,3.166,0.07,0.104,0.418,0
SHOP_1944,2025-01,25,66204,63456,2748,4.15,11.42,4.561,0.036,0.791,0.173,1
SHOP_1945,2025-01,2,92696,45952,46744,50.43,15.9,1.443,0.279,0.075,0.54,0
SHOP_1946,2025-01,11,150335,80957,69378,46.15,14.91,2.575,0.145,0.178,0.439,0
SHOP_1947,2025-01,31,134675,110742,23933,17.77,12.69,4.798,0.414,0.76,0.013,1
SHOP_1948,2025-01,15,32856,18454,14402,43.83,19.73,0.945,0.336,0.021,0.426,0
SHOP_1949,2025-01,9,129847,125102,4745,3.65,10.9,3.626,0.485,0.283,0.344,0
SHOP_1950,2025-01,23,69893,32679,37214,53.24,2.71,3.111,0.127,0.563,0.137,1
SHOP_1951,2025-01,19,76958,53940,23018,29.91,16.65,3.43,0.243,0.574,0.697,0
SHOP_1952,2025-01,9,76975,63063,13912,18.07,5.41,1.821,0.251,0.743,0.628,1
SHOP_1953,2025-01,35,65830,51863,13967,21.22,15.66,1.638,0.12,0.491,0.205,1
SHOP_1954,2025-01,21,168416,159120,9296,5.52,19.16,3.453,0.295,0.494,0.379,0
SHOP_1955,2025-01,9,68968,31425,37543,54.44,14.09,1.156,0.222,0.695,0.222,1
SHOP_1956,2025-01,28,33400,32036,1364,4.08,12.12,2.156,0.223,0.484,0.543,0
SHOP_1957,2025-01,7,55522,35140,20382,36.71,9.48,1.022,0.181,0.586,0.651,0
SHOP_1958,2025-01,16,82875,61771,21104,25.47,7.61,0.141,0.008,0.855,0.251,1
SHOP_1959,2025-01,16,172897,82485,90412,52.29,7.38,4.853,0.261,0.393,0.564,1
SHOP_1960,2025-01,33,111543,94769,16774,15.04,12.91,2.215,0.168,0.378,0.349,1
SHOP_1961,2025-01,4,40321,28144,12177,30.2,15.15,4.85,0.001,0.023,0.278,0
SHOP_1962,2025-01,4,416496,301689,114807,27.56,13.73,0.788,0.154,0.59,0.657,0
SHOP_1963,2025-01,17,88022,53472,34550,39.25,4.37,2.978,0.139,0.048,0.357,0
SHOP_1964,2025-01,29,178577,168569,10008,5.6,10.13,1.085,0.197,0.489,0.327,0
SHOP_1965,2025-01,36,65762,57692,8070,12.27,15.94,3.971,0.066,0.768,0.471,1
SHOP_1966,2025-01,35,106229,92024,14205,13.37,9.78,3.94,0.254,0.531,0.183,1
SHOP_1967,2025-01,7,131614,77492,54122,41.12,10.96,0.652,0.346,0.271,0.227,0
SHOP_1968,2025-01,27,171568,150938,20630,12.02,15.54,4.569,0.315,0.751,0.652,1
SHOP_1969,2025-01,28,153301,103639,49662,32.4,13.39,1.054,0.402,0.271,0.475,0
SHOP_1970,2025-01,22,134664,116608,18056,13.41,8.48,3.104,0.226,0.702,0.579,0
SHOP_1971,2025-01,14,58656,30697,27959,47.67,17.96,4.93,0.26,0.588,0.19,1
SHOP_1972,2025-01,7,49010,23556,25454,51.94,3.67,4.424,0.405,0.178,0.381,0
SHOP_1973,2025-01,22,92302,65091,27211,29.48,19.91,4.787,0.214,0.862,0.68,0
SHOP_1974,2025-01,5,140532,111481,29051,20.67,2.82,1.779,0.351,0.207,0.223,0
SHOP_1975,2025-01,2,62573,53559,9014,14.41,0.79,0.617,0.217,0.94,0.112,0
SHOP_1976,2025-01,27,154141,146991,7150,4.64,17.86,1.023,0.209,0.027,0.358,0
SHOP_1977,2025-01,21,202163,169351,32812,16.23,5.28,2.552,0.38,0.265,0.271,1
SHOP_1978,2025-01,15,38506,24384,14122,36.67,14.73,3.987,0.087,0.206,0.112,0
SHOP_1979,2025-01,21,40707,28380,12327,30.28,16.31,0.836,0.169,0.033,0.622,0
SHOP_1980,2025-01,10,66286,31795,34491,52.03,17.25,3.333,0.112,0.701,0.694,1
SHOP_1981,2025-01,23,90701,69837,20864,23.0,19.84,1.686,0.18,0.665,0.398,1
SHOP_1982,2025-01,5,50655,31014,19641,38.77,6.23,1.772,0.115,0.757,0.542,0
SHOP_1983,2025-01,1,188441,135802,52639,27.93,14.35,3.343,0.29,0.259,0.601,0
SHOP_1984,2025-01,13,98405,69704,28701,29.17,2.75,2.388,0.399,0.433,0.491,0
SHOP_1985,2025-01,21,75178,63005,12173,16.19,8.43,4.079,0.393,0.633,0.031,1
SHOP_1986,2025-01,26,26765,19776,6989,26.11,17.04,0.864,0.182,0.429,0.11,1
SHOP_1987,2025-01,21,29113,21267,7846,26.95,7.67,3.971,0.494,0.669,0.05,1
SHOP_1988,2025-01,18,89028,53905,35123,39.45,12.03,0.415,0.297,0.61,0.007,1
SHOP_1989,2025-01,32,16435,7913,8522,51.85,10.32,1.051,0.2,0.127,0.214,1
SHOP_1990,2025-01,36,148575,119671,28904,19.45,13.1,3.315,0.418,0.746,0.275,1
SHOP_1991,2025-01,17,65466,62692,2774,4.24,19.47,4.289,0.365,0.69,0.169,0
SHOP_1992,2025-01,35,600000,430178,169822,28.3,1.59,1.338,0.375,0.63,0.045,1
SHOP_1993,2025-01,11,367891,254373,113518,30.86,11.69,1.703,0.098,0.164,0.371,0
SHOP_1994,2025-01,21,64408,57370,7038,10.93,17.33,2.732,0.234,0.269,0.191,0
SHOP_1995,2025-01,26,67885,39167,28718,42.3,9.89,1.137,0.431,0.386,0.557,1
SHOP_1996,2025-01,4,146812,67238,79574,54.2,2.03,4.075,0.252,0.28,0.006,1
SHOP_1997,2025-01,34,240920,115338,125582,52.13,11.43,3.891,0.342,0.232,0.59,1
SHOP_1998,2025-01,18,23234,20342,2892,12.45,6.98,0.812,0.294,0.769,0.668,0
SHOP_1999,2025-01,35,20943,10808,10135,48.39,3.52,2.373,0.421,0.614,0.501,1
SHOP_2000,2025-01,29,47315,28702,18613,39.34,17.06,3.897,0.142,0.546,0.514,1
SHOP_2001,2025-01,29,109965,81315,28650,26.05,10.67,1.753,0.288,0.23,0.653,0
SHOP_2002,2025-01,21,103550,71809,31741,30.65,18.7,3.202,0.062,0.874,0.146,0
SHOP_2003,2025-01,13,154638,81914,72724,47.03,16.22,0.346,0.345,0.198,0.696,0
SHOP_2004,2025-01,17,31578,22911,8667,27.45,14.01,3.083,0.366,0.759,0.541,0
SHOP_2005,2025-01,9,14454,11306,3148,21.78,0.6,0.848,0.021,0.919,0.509,0
SHOP_2006,2025-01,1,133334,95811,37523,28.14,8.84,4.17,0.338,0.696,0.253,0
SHOP_2007,2025-01,2,40956,27566,13390,32.69,4.35,1.842,0.207,0.943,0.382,1
SHOP_2008,2025-01,29,17802,15662,2140,12.02,18.26,1.48,0.062,0.625,0.458,0
SHOP_2009,2025-01,33,80947,40677,40270,49.75,3.9,4.22,0.21,0.222,0.434,1
SHOP_2010,2025-01,10,127417,79340,48077,37.73,6.08,0.346,0.097,0.21,0.493,1
SHOP_2011,2025-01,21,67142,43264,23878,35.56,10.58,2.043,0.208,0.322,0.058,0
SHOP_2012,2025-01,28,53077,49217,3860,7.27,5.64,1.913,0.192,0.027,0.249,0
SHOP_2013,2025-01,11,65411,43157,22254,34.02,4.59,1.496,0.369,0.654,0.304,0
SHOP_2014,2025-01,34,56421,51675,4746,8.41,12.18,4.568,0.387,0.27,0.182,0
SHOP_2015,2025-01,8,28463,26707,1756,6.17,2.23,3.78,0.304,0.778,0.121,0
SHOP_2016,2025-01,22,44344,31064,13280,29.95,1.63,0.413,0.011,0.354,0.097,1
SHOP_2017,2025-01,8,105334,80741,24593,23.35,7.76,3.602,0.466,0.466,0.256,0
SHOP_2018,2025-01,15,91599,61182,30417,33.21,14.55,2.684,0.343,0.918,0.345,0
SHOP_2019,2025-01,17,82260,76725,5535,6.73,11.32,4.514,0.017,0.245,0.044,0
SHOP_2020,2025-01,23,36439,27387,9052,24.84,8.75,1.633,0.409,0.691,0.663,0
SHOP_2021,2025-01,24,64405,57151,7254,11.26,11.53,2.913,0.1,0.722,0.536,0
SHOP_2022,2025-01,19,15932,7278,8654,54.32,7.63,2.554,0.29,0.226,0.512,1
SHOP_2023,2025-01,5,82862,56561,26301,31.74,18.75,2.499,0.233,0.486,0.121,0
SHOP_2024,2025-01,32,198829,122411,76418,38.43,1.57,2.335,0.21,0.346,0.423,1
SHOP_2025,2025-01,1,26059,21043,5016,19.25,13.63,1.108,0.445,0.738,0.371,0
SHOP_2026,2025-01,23,48526,45119,3407,7.02,17.88,3.803,0.219,0.599,0.688,0
SHOP_2027,2025-01,8,92076,42612,49464,53.72,16.18,2.312,0.038,0.463,0.523,1
SHOP_2028,2025-01,13,175780,145596,30184,17.17,4.09,4.797,0.473,0.745,0.403,0
SHOP_2029,2025-01,8,53436,40365,13071,24.46,6.27,1.378,0.46,0.239,0.596,1
SHOP_2030,2025-01,23,45045,28629,16416,36.44,14.48,3.445,0.342,0.721,0.109,1
SHOP_2031,2025-01,1,18430,17820,610,3.31,2.14,4.71,0.234,0.825,0.011,0
SHOP_2032,2025-01,24,78622,43286,35336,44.94,16.33,3.351,0.046,0.837,0.483,1
SHOP_2033,2025-01,35,305423,212456,92967,30.44,14.52,4.369,0.395,0.749,0.069,1
SHOP_2034,2025-01,24,88801,73931,14870,16.75,14.73,4.155,0.038,0.399,0.081,1
SHOP_2035,2025-01,17,71999,68208,3791,5.27,2.45,1.865,0.034,0.933,0.521,0
SHOP_2036,2025-01,5,91625,81901,9724,10.61,14.5,3.041,0.269,0.373,0.189,0
SHOP_2037,2025-01,20,72565,36691,35874,49.44,13.76,0.866,0.08,0.614,0.44,1
SHOP_2038,2025-01,21,41394,25516,15878,38.36,16.7,2.724,0.004,0.17,0.642,0
SHOP_2039,2025-01,31,130131,110293,19838,15.24,1.31,1.229,0.212,0.932,0.222,1
SHOP_2040,2025-01,36,85651,80960,4691,5.48,0.95,3.744,0.069,0.675,0.152,1
SHOP_2041,2025-01,11,74038,45457,28581,38.6,7.77,2.687,0.08,0.721,0.075,1
SHOP_2042,2025-01,15,36947,24999,11948,32.34,3.4,2.115,0.038,0.081,0.091,1
SHOP_2043,2025-01,19,182126,139437,42689,23.44,11.39,1.417,0.103,0.73,0.044,1
SHOP_2044,2025-01,7,116459,91687,24772,21.27,18.39,4.994,0.358,0.74,0.061,1
SHOP_2045,2025-01,28,49660,42960,6700,13.49,8.13,0.451,0.404,0.645,0.302,1
SHOP_2046,2025-01,5,147455,92175,55280,37.49,16.98,0.313,0.226,0.291,0.225,0
SHOP_2047,2025-01,5,51622,24032,27590,53.45,0.5,1.165,0.253,0.475,0.495,0
SHOP_2048,2025-01,30,42302,37516,4786,11.31,3.79,4.858,0.016,0.123,0.609,1
SHOP_2049,2025-01,32,42968,28510,14458,33.65,1.09,4.898,0.035,0.459,0.549,1
SHOP_2050,2025-01,8,21168,15986,5182,24.48,6.9,3.309,0.129,0.247,0.371,0
SHOP_2051,2025-01,10,101730,75611,26119,25.67,18.21,4.413,0.272,0.345,0.072,1
SHOP_2052,2025-01,32,20296,17156,3140,15.47,2.39,1.148,0.37,0.171,0.497,0
SHOP_2053,2025-01,28,30949,16795,14154,45.73,12.32,4.863,0.303,0.234,0.254,1
SHOP_2054,2025-01,17,17104,12363,4741,27.72,9.3,0.8,0.196,0.091,0.06,0
SHOP_2055,2025-01,31,68855,47647,21208,30.8,18.8,0.596,0.059,0.876,0.59,1
SHOP_2056,2025-01,8,65826,53877,11949,18.15,2.89,0.65,0.39,0.513,0.237,0
SHOP_2057,2025-01,25,58181,51411,6770,11.64,4.63,2.908,0.182,0.389,0.153,0
SHOP_2058,2025-01,9,35249,32939,2310,6.55,1.08,3.927,0.368,0.518,0.61,0
SHOP_2059,2025-01,2,32191,19363,12828,39.85,8.96,1.897,0.256,0.604,0.631,0
SHOP_2060,2025-01,15,101221,88669,12552,12.4,5.92,4.892,0.369,0.877,0.237,1
SHOP_2061,2025-01,3,49742,30555,19187,38.57,17.46,2.229,0.454,0.186,0.248,0
SHOP_2062,2025-01,36,91258,70552,20706,22.69,12.3,0.837,0.461,0.295,0.406,1
SHOP_2063,2025-01,4,39353,29894,9459,24.04,12.47,2.383,0.268,0.927,0.513,1
SHOP_2064,2025-01,14,83012,60710,22302,26.87,10.87,3.427,0.256,0.365,0.044,1
SHOP_2065,2025-01,25,182097,142967,39130,21.49,2.29,4.178,0.133,0.041,0.415,1
SHOP_2066,2025-01,10,110229,102146,8083,7.33,9.18,2.348,0.468,0.157,0.667,0
SHOP_2067,2025-01,21,54793,44705,10088,18.41,19.99,3.009,0.229,0.044,0.183,0
SHOP_2068,2025-01,36,87556,55004,32552,37.18,16.79,1.41,0.064,0.941,0.636,1
SHOP_2069,2025-01,12,61792,38752,23040,37.29,17.92,3.265,0.216,0.279,0.665,0
SHOP_2070,2025-01,27,73535,60909,12626,17.17,16.55,4.931,0.064,0.879,0.188,1
SHOP_2071,2025-01,2,58225,42862,15363,26.39,2.51,0.34,0.251,0.946,0.528,0
SHOP_2072,2025-01,13,65184,57197,7987,12.25,4.94,4.444,0.281,0.578,0.167,1
SHOP_2073,2025-01,32,84835,73679,11156,13.15,0.56,2.855,0.169,0.051,0.516,1
SHOP_2074,2025-01,31,36485,35310,1175,3.22,6.42,1.335,0.036,0.096,0.558,1
SHOP_2075,2025-01,16,35914,18127,17787,49.53,2.62,4.779,0.472,0.468,0.173,0
SHOP_2076,2025-01,32,27668,24025,3643,13.17,9.72,2.468,0.387,0.398,0.501,0
SHOP_2077,2025-01,32,23856,20502,3354,14.06,13.7,1.725,0.419,0.584,0.568,0
SHOP_2078,2025-01,34,31192,25946,5246,16.82,17.55,0.989,0.183,0.428,0.251,1
SHOP_2079,2025-01,11,81767,74610,7157,8.75,15.11,1.298,0.38,0.889,0.117,0
SHOP_2080,2025-01,10,39146,25100,14046,35.88,18.8,4.181,0.243,0.517,0.064,1
SHOP_2081,2025-01,15,104771,98503,6268,5.98,1.55,3.111,0.101,0.665,0.403,0
SHOP_2082,2025-01,17,74929,68101,6828,9.11,0.74,4.575,0.062,0.854,0.685,0
SHOP_2083,2025-01,18,18436,11767,6669,36.17,13.4,1.237,0.173,0.157,0.576,0
SHOP_2084,2025-01,9,115668,92532,23136,20.0,6.14,0.694,0.069,0.234,0.305,0
SHOP_2085,2025-01,25,128999,78017,50982,39.52,5.44,0.13,0.499,0.12,0.376,1
SHOP_2086,2025-01,14,36472,24967,11505,31.54,6.95,2.589,0.025,0.15,0.196,1
SHOP_2087,2025-01,25,98138,82859,15279,15.57,5.76,4.992,0.221,0.497,0.114,0
SHOP_2088,2025-01,22,40153,25500,14653,36.49,10.47,3.505,0.226,0.319,0.337,0
SHOP_2089,2025-01,30,78305,71913,6392,8.16,9.08,1.611,0.15,0.414,0.324,0
SHOP_2090,2025-01,20,30177,20994,9183,30.43,10.49,4.397,0.286,0.934,0.365,1
SHOP_2091,2025-01,21,20844,15598,5246,25.17,13.62,3.93,0.075,0.166,0.667,0
SHOP_2092,2025-01,32,55940,46879,9061,16.2,8.05,0.176,0.392,0.523,0.423,1
SHOP_2093,2025-01,21,67063,44253,22810,34.01,5.4,4.103,0.166,0.112,0.424,0
SHOP_2094,2025-01,35,55361,28688,26673,48.18,3.74,1.573,0.296,0.316,0.09,1
SHOP_2095,2025-01,32,31926,14385,17541,54.94,7.31,0.833,0.358,0.511,0.698,1
SHOP_2096,2025-01,30,55275,36365,18910,34.21,14.97,1.209,0.445,0.9,0.541,1
SHOP_2097,2025-01,12,88301,67595,20706,23.45,15.26,2.396,0.418,0.384,0.614,0
SHOP_2098,2025-01,18,70868,60992,9876,13.94,13.5,2.182,0.304,0.08,0.29,0
SHOP_2099,2025-01,21,83096,70111,12985,15.63,5.06,1.516,0.194,0.381,0.351,0
SHOP_2100,2025-01,13,45749,33209,12540,27.41,11.97,0.944,0.252,0.156,0.365,0
SHOP_2101,2025-01,21,166076,130427,35649,21.47,11.63,3.835,0.384,0.234,0.136,0
SHOP_2102,2025-01,8,32102,15912,16190,50.43,9.94,4.952,0.439,0.595,0.483,0
SHOP_2103,2025-01,7,102877,80738,22139,21.52,11.22,3.911,0.052,0.083,0.632,0
SHOP_2104,2025-01,23,167263,130812,36451,21.79,10.09,1.55,0.192,0.452,0.115,0
SHOP_2105,2025-01,32,102399,79536,22863,22.33,11.53,1.3,0.388,0.587,0.06,1
SHOP_2106,2025-01,11,63464,34054,29410,46.34,14.45,1.167,0.216,0.412,0.517,0
SHOP_2107,2025-01,22,50523,32086,18437,36.49,2.64,0.77,0.166,0.038,0.191,0
SHOP_2108,2025-01,22,151034,98850,52184,34.55,15.12,2.802,0.206,0.937,0.437,1
SHOP_2109,2025-01,25,27009,21686,5323,19.71,3.15,3.066,0.301,0.361,0.487,0
SHOP_2110,2025-01,22,37083,20266,16817,45.35,1.8,3.557,0.5,0.744,0.225,1
SHOP_2111,2025-01,28,55365,53132,2233,4.03,19.53,3.433,0.246,0.323,0.571,0
SHOP_2112,2025-01,29,173921,90174,83747,48.15,19.16,1.532,0.104,0.462,0.385,1
SHOP_2113,2025-01,13,95400,67566,27834,29.18,1.68,1.719,0.081,0.381,0.608,0
SHOP_2114,2025-01,18,37137,28556,8581,23.11,9.14,3.439,0.021,0.339,0.534,0
SHOP_2115,2025-01,2,58852,42168,16684,28.35,4.13,1.812,0.279,0.04,0.608,0
SHOP_2116,2025-01,29,47571,29792,17779,37.37,9.96,1.142,0.272,0.355,0.014,1
SHOP_2117,2025-01,21,44496,43305,1191,2.68,16.69,1.934,0.103,0.847,0.17,1
SHOP_2118,2025-01,15,145106,75176,69930,48.19,19.04,1.433,0.348,0.662,0.063,1
SHOP_2119,2025-01,27,27995,20807,7188,25.68,12.87,0.533,0.371,0.155,0.309,1
SHOP_2120,2025-01,31,225516,180013,45503,20.18,7.4,4.168,0.13,0.57,0.623,0
SHOP_2121,2025-01,15,130583,118404,12179,9.33,12.26,4.28,0.172,0.85,0.327,0
SHOP_2122,2025-01,23,156938,117246,39692,25.29,6.58,1.177,0.495,0.671,0.595,0
SHOP_2123,2025-01,24,52889,37919,14970,28.31,18.24,0.417,0.187,0.158,0.229,1
SHOP_2124,2025-01,13,65844,50441,15403,23.39,17.47,3.72,0.38,0.827,0.238,0
SHOP_2125,2025-01,22,26817,16635,10182,37.97,11.39,1.136,0.226,0.3,0.627,0
SHOP_2126,2025-01,33,50652,38340,12312,24.31,6.83,2.028,0.397,0.442,0.298,0
SHOP_2127,2025-01,3,103317,48605,54712,52.96,6.22,0.414,0.385,0.509,0.553,0
SHOP_2128,2025-01,19,181180,120011,61169,33.76,1.15,1.209,0.334,0.811,0.166,1
SHOP_2129,2025-01,23,33691,18599,15092,44.8,16.41,3.985,0.427,0.886,0.664,0
SHOP_2130,2025-01,29,56622,52208,4414,7.8,9.28,4.042,0.47,0.885,0.402,0
SHOP_2131,2025-01,30,65781,50614,15167,23.06,6.84,1.115,0.29,0.027,0.532,1
SHOP_2132,2025-01,25,27528,22063,5465,19.85,9.69,1.746,0.119,0.877,0.063,1
SHOP_2133,2025-01,8,110630,75026,35604,32.18,16.47,0.758,0.199,0.071,0.345,0
SHOP_2134,2025-01,16,44056,23068,20988,47.64,2.93,0.463,0.379,0.267,0.631,0
SHOP_2135,2025-01,8,63782,59858,3924,6.15,17.22,4.962,0.325,0.499,0.614,0
SHOP_2136,2025-01,1,53297,50181,3116,5.85,18.0,3.312,0.089,0.466,0.033,0
SHOP_2137,2025-01,5,42086,22277,19809,47.07,18.96,2.756,0.026,0.582,0.213,0
SHOP_2138,2025-01,3,72771,63106,9665,13.28,8.25,3.851,0.341,0.466,0.31,0
SHOP_2139,2025-01,1,62886,39339,23547,37.44,4.73,4.216,0.126,0.889,0.121,1
SHOP_2140,2025-01,4,56370,39024,17346,30.77,7.79,4.053,0.25,0.244,0.511,0
SHOP_2141,2025-01,35,43918,23653,20265,46.14,6.99,0.181,0.373,0.275,0.129,1
SHOP_2142,2025-01,32,91461,83568,7893,8.63,3.94,1.015,0.281,0.876,0.243,1
SHOP_2143,2025-01,34,232706,212045,20661,8.88,12.34,3.309,0.042,0.091,0.464,0
SHOP_2144,2025-01,25,80654,55239,25415,31.51,9.79,1.941,0.093,0.587,0.337,1
SHOP_2145,2025-01,10,146867,70264,76603,52.16,17.38,4.914,0.11,0.654,0.517,0
SHOP_2146,2025-01,21,27635,21004,6631,23.99,1.13,3.36,0.129,0.49,0.673,0
SHOP_2147,2025-01,27,81669,65884,15785,19.33,13.06,4.787,0.283,0.666,0.082,0
SHOP_2148,2025-01,27,33923,22337,11586,34.15,15.38,1.087,0.252,0.181,0.497,1
SHOP_2149,2025-01,2,26008,12662,13346,51.31,15.31,4.333,0.102,0.813,0.161,1
SHOP_2150,2025-01,13,43584,23380,20204,46.36,17.78,1.675,0.034,0.15,0.29,1
SHOP_2151,2025-01,9,168439,76201,92238,54.76,14.72,4.949,0.086,0.393,0.023,1
SHOP_2152,2025-01,36,142203,137658,4545,3.2,18.59,0.873,0.492,0.09,0.095,0
SHOP_2153,2025-01,22,86691,79772,6919,7.98,6.99,2.63,0.234,0.527,0.224,0
SHOP_2154,2025-01,26,25012,16432,8580,34.3,10.31,3.985,0.434,0.643,0.239,1
SHOP_2155,2025-01,12,63742,34745,28997,45.49,0.77,2.22,0.424,0.895,0.63,0
