item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
Ladies Fingers,Vegetable/Fruit,2026,7,64,0,152.32,182.78,35,35,35,0.29,35
Ladies Fingers,Vegetable/Fruit,2026,8,57,0,152.37,182.84,35,35,35,0.29,35
Ladies Fingers,Vegetable/Fruit,2026,9,50,0,152.29,182.75,35,35,35,0.29,31
Ladies Fingers,Vegetable/Fruit,2026,10,43,0,150.37,180.44,31,35,34,0.29,31
Ladies Fingers,Vegetable/Fruit,2026,11,36,0,152.04,182.45,31,35,33,0.29,32
Ladies Fingers,Vegetable/Fruit,2026,12,29,0,150.72,180.86,32,35,32.2,0.29,35
Ladies Fingers,Vegetable/Fruit,2026,13,22,0,153.15,183.78,35,31,32.2,0.29,23
Ladies Fingers,Vegetable/Fruit,2026,14,15,1,153.73,184.48,23,31,30.2,0.29,47
Ladies Fingers,Vegetable/Fruit,2026,15,8,1,156.15,187.38,47,32,34.2,0.29,35
Ladies Fingers,Vegetable/Fruit,2026,16,1,1,153.04,183.65,35,35,35,0.29,35
Ladies Fingers,Vegetable/Fruit,2026,17,359,0,153.41,184.09,35,23,35,0.29,35
Ladies Fingers,Vegetable/Fruit,2026,18,352,0,152.43,182.92,35,47,38,0.29,28
Ladies Fingers,Vegetable/Fruit,2026,19,345,0,152.96,183.55,28,35,33.2,0.29,26
Ladies Fingers,Vegetable/Fruit,2026,20,338,0,153.77,184.52,26,35,31,0.29,25
Ladies Fingers,Vegetable/Fruit,2026,21,331,0,152.64,183.17,25,35,28.5,0.29,23
Ladies Fingers,Vegetable/Fruit,2026,22,324,0,154.83,185.8,23,28,25.5,0.29,20
Ladies Fingers,Vegetable/Fruit,2026,23,317,0,154.88,185.86,20,26,23.5,0.29,41
Ladies Fingers,Vegetable/Fruit,2026,24,310,0,152.25,182.7,41,25,27.2,0.0,9
Green Chillies,Vegetable/Fruit,2022,24,305,0,168.19,201.83,25,25,25,0.29,25
Green Chillies,Vegetable/Fruit,2022,25,298,0,171.17,205.4,25,35,25,0.29,35
Green Chillies,Vegetable/Fruit,2022,26,291,0,175.94,211.13,35,35,30,0.29,35
Green Chillies,Vegetable/Fruit,2022,27,284,0,180.87,217.04,35,24,31.7,0.29,24
Green Chillies,Vegetable/Fruit,2022,28,277,0,184.56,221.47,24,25,29.8,0.29,20
Green Chillies,Vegetable/Fruit,2022,29,270,0,187.45,224.94,20,35,28.5,0.29,46
Green Chillies,Vegetable/Fruit,2022,30,263,0,194.16,232.99,46,35,31.2,0.29,43
Green Chillies,Vegetable/Fruit,2022,31,256,0,199.72,239.66,43,24,33.2,0.29,33
Green Chillies,Vegetable/Fruit,2022,32,249,0,200.48,240.58,33,20,35.5,0.29,29
Green Chillies,Vegetable/Fruit,2022,33,242,0,208.22,249.86,29,46,37.8,0.29,33
Green Chillies,Vegetable/Fruit,2022,34,235,0,214.32,257.18,33,43,34.5,0.29,43
Green Chillies,Vegetable/Fruit,2022,35,228,0,213.12,255.74,43,33,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2022,36,221,0,217.69,261.23,35,29,35,0.29,34
Green Chillies,Vegetable/Fruit,2022,37,214,0,224.47,269.36,34,33,36.2,0.29,35
Green Chillies,Vegetable/Fruit,2022,38,207,0,225.08,270.1,35,43,36.8,0.29,35
Green Chillies,Vegetable/Fruit,2022,39,200,0,231.43,277.72,35,35,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2022,40,193,0,236.19,283.43,35,34,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2022,41,186,0,236.86,284.23,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2022,42,179,0,242.22,290.66,35,35,35,0.29,34
Green Chillies,Vegetable/Fruit,2022,43,172,0,250.36,300.43,34,35,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2022,44,165,0,249.25,299.1,35,35,34.8,0.29,26
Green Chillies,Vegetable/Fruit,2022,45,158,0,253.48,304.18,26,35,32.5,0.29,31
Green Chillies,Vegetable/Fruit,2022,46,151,0,257.77,309.32,31,34,31.5,0.29,30
Green Chillies,Vegetable/Fruit,2022,47,144,0,260.99,313.19,30,35,30.5,0.29,18
Green Chillies,Vegetable/Fruit,2022,48,137,0,265.54,318.65,18,26,26.2,0.29,34
Green Chillies,Vegetable/Fruit,2022,49,130,0,269.49,323.39,34,31,28.2,0.29,35
Green Chillies,Vegetable/Fruit,2022,50,123,0,274.65,329.58,35,30,29.2,0.29,35
Green Chillies,Vegetable/Fruit,2022,51,116,0,276.12,331.34,35,18,30.5,0.29,29
Green Chillies,Vegetable/Fruit,2022,52,109,0,280.97,337.16,29,34,33.2,0.29,25
Green Chillies,Vegetable/Fruit,2023,1,102,0,283.94,340.73,25,35,31,0.29,43
Green Chillies,Vegetable/Fruit,2023,2,95,0,289.73,347.68,43,35,33,0.29,24
Green Chillies,Vegetable/Fruit,2023,3,88,0,291.57,349.88,24,29,30.2,0.29,19
Green Chillies,Vegetable/Fruit,2023,4,81,0,298.21,357.85,19,25,27.8,0.29,35
Green Chillies,Vegetable/Fruit,2023,5,74,0,301.05,361.26,35,43,30.2,0.29,32
Green Chillies,Vegetable/Fruit,2023,6,67,0,299.62,359.54,32,24,27.5,0.29,33
Green Chillies,Vegetable/Fruit,2023,7,60,0,302.22,362.66,33,19,29.8,0.29,35
Green Chillies,Vegetable/Fruit,2023,8,53,0,303.28,363.94,35,35,33.8,0.29,33
Green Chillies,Vegetable/Fruit,2023,9,46,0,315.42,378.5,33,32,33.2,0.29,27
Green Chillies,Vegetable/Fruit,2023,10,39,0,307.01,368.41,27,33,32,0.29,34
Green Chillies,Vegetable/Fruit,2023,11,32,0,308.26,369.91,34,35,32.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,12,25,0,305.26,366.31,35,33,32.2,0.29,31
Green Chillies,Vegetable/Fruit,2023,13,18,1,307.39,368.87,31,27,31.8,0.29,27
Green Chillies,Vegetable/Fruit,2023,14,11,1,310.92,373.1,27,34,31.8,0.29,56
Green Chillies,Vegetable/Fruit,2023,15,4,1,309.1,370.92,56,35,37.2,0.29,70
Green Chillies,Vegetable/Fruit,2023,16,363,0,301.45,361.74,70,31,46,0.29,35
Green Chillies,Vegetable/Fruit,2023,17,356,0,303.16,363.79,35,27,47,0.29,35
Green Chillies,Vegetable/Fruit,2023,18,349,0,298.89,358.67,35,56,49,0.29,35
Green Chillies,Vegetable/Fruit,2023,19,342,0,301.68,362.02,35,70,43.8,0.29,32
Green Chillies,Vegetable/Fruit,2023,20,335,0,299.99,359.99,32,35,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,21,328,0,298.62,358.34,35,35,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,22,321,0,297.55,357.06,35,35,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,23,314,0,301.06,361.27,35,32,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,24,307,0,297.13,356.56,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2023,25,300,0,295.03,354.04,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2023,26,293,0,297.02,356.42,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2023,27,286,0,295.08,354.1,35,35,35,0.29,34
Green Chillies,Vegetable/Fruit,2023,28,279,0,298.1,357.72,34,35,34.8,0.29,27
Green Chillies,Vegetable/Fruit,2023,29,272,0,292.57,351.08,27,35,32.8,0.29,43
Green Chillies,Vegetable/Fruit,2023,30,265,0,294.21,353.05,43,35,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2023,31,258,0,294.04,352.85,35,34,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2023,32,251,0,290.36,348.43,35,27,35,0.29,23
Green Chillies,Vegetable/Fruit,2023,33,244,0,290.6,348.72,23,43,34,0.29,34
Green Chillies,Vegetable/Fruit,2023,34,237,0,288.49,346.19,34,35,31.8,0.29,46
Green Chillies,Vegetable/Fruit,2023,35,230,0,289.31,347.17,46,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2023,36,223,0,287.19,344.63,35,23,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2023,37,216,0,284.91,341.89,35,34,37.5,0.29,35
Green Chillies,Vegetable/Fruit,2023,38,209,0,285.42,342.5,35,46,37.8,0.29,35
Green Chillies,Vegetable/Fruit,2023,39,202,0,286.77,344.12,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2023,40,195,0,284.72,341.66,35,35,35,0.29,34
Green Chillies,Vegetable/Fruit,2023,41,188,0,284.82,341.78,34,35,34.8,0.29,29
Green Chillies,Vegetable/Fruit,2023,42,181,0,284.23,341.08,29,35,33.2,0.29,31
Green Chillies,Vegetable/Fruit,2023,43,174,0,278.35,334.02,31,35,32.2,0.29,43
Green Chillies,Vegetable/Fruit,2023,44,167,0,282.12,338.54,43,34,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,45,160,0,277.79,333.35,35,29,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2023,46,153,0,277.37,332.84,35,31,36,0.29,35
Green Chillies,Vegetable/Fruit,2023,47,146,0,275.54,330.65,35,43,37,0.29,35
Green Chillies,Vegetable/Fruit,2023,48,139,0,274.76,329.71,35,35,35,0.29,28
Green Chillies,Vegetable/Fruit,2023,49,132,0,272.34,326.81,28,35,33.2,0.29,31
Green Chillies,Vegetable/Fruit,2023,50,125,0,276.47,331.76,31,35,32.2,0.29,35
Green Chillies,Vegetable/Fruit,2023,51,118,0,272.29,326.75,35,35,32.2,0.29,31
Green Chillies,Vegetable/Fruit,2023,52,111,0,270.24,324.29,31,28,31.2,0.29,36
Green Chillies,Vegetable/Fruit,2024,1,104,0,269.87,323.84,36,31,33.2,0.29,45
Green Chillies,Vegetable/Fruit,2024,2,97,0,273.23,327.88,45,35,36.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,3,90,0,270.92,325.1,35,31,36.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,4,83,0,268.28,321.94,35,36,37.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,5,76,0,270.97,325.16,35,45,37.5,0.29,26
Green Chillies,Vegetable/Fruit,2024,6,69,0,269.67,323.6,26,35,32.8,0.29,37
Green Chillies,Vegetable/Fruit,2024,7,62,0,269.51,323.41,37,35,33.2,0.29,28
Green Chillies,Vegetable/Fruit,2024,8,55,0,270.8,324.96,28,35,31.5,0.29,36
Green Chillies,Vegetable/Fruit,2024,9,48,0,269.72,323.66,36,26,31.8,0.29,48
Green Chillies,Vegetable/Fruit,2024,10,41,0,271.5,325.8,48,37,37.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,11,34,0,269.1,322.92,35,28,36.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,12,27,0,269.19,323.03,35,36,38.5,0.29,27
Green Chillies,Vegetable/Fruit,2024,13,20,1,268.65,322.38,27,48,36.2,0.29,33
Green Chillies,Vegetable/Fruit,2024,14,13,1,273.02,327.62,33,35,32.5,0.29,45
Green Chillies,Vegetable/Fruit,2024,15,6,1,280.39,336.47,45,35,35,0.29,70
Green Chillies,Vegetable/Fruit,2024,16,364,0,265.78,318.94,70,27,43.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,17,357,0,267.63,321.16,35,33,45.8,0.29,31
Green Chillies,Vegetable/Fruit,2024,18,350,0,270.21,324.25,31,45,45.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,19,343,0,270.01,324.01,35,70,42.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,20,336,0,271.16,325.39,35,35,34,0.29,20
Green Chillies,Vegetable/Fruit,2024,21,329,0,270.28,324.34,20,31,30.2,0.29,48
Green Chillies,Vegetable/Fruit,2024,22,322,0,265.66,318.79,48,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2024,23,315,0,266.52,319.82,35,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2024,24,308,0,267.45,320.94,35,20,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2024,25,301,0,272.66,327.19,35,48,38.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,26,294,0,267.83,321.4,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2024,27,287,0,266.48,319.78,35,35,35,0.29,34
Green Chillies,Vegetable/Fruit,2024,28,280,0,268.38,322.06,34,35,34.8,0.29,23
Green Chillies,Vegetable/Fruit,2024,29,273,0,268.6,322.32,23,35,31.8,0.29,39
Green Chillies,Vegetable/Fruit,2024,30,266,0,268.63,322.36,39,35,32.8,0.29,35
Green Chillies,Vegetable/Fruit,2024,31,259,0,271.7,326.04,35,34,32.8,0.29,38
Green Chillies,Vegetable/Fruit,2024,32,252,0,269.1,322.92,38,23,33.8,0.29,30
Green Chillies,Vegetable/Fruit,2024,33,245,0,270.75,324.9,30,39,35.5,0.29,35
Green Chillies,Vegetable/Fruit,2024,34,238,0,268.49,322.19,35,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2024,35,231,0,269.76,323.71,35,38,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2024,36,224,0,271.02,325.22,35,30,33.8,0.29,33
Green Chillies,Vegetable/Fruit,2024,37,217,0,267.19,320.63,33,35,34.5,0.29,30
Green Chillies,Vegetable/Fruit,2024,38,210,0,270.79,324.95,30,35,33.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,39,203,0,272.23,326.68,35,35,33.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,40,196,0,272.68,327.22,35,33,33.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,41,189,0,270.2,324.24,35,30,33.8,0.29,32
Green Chillies,Vegetable/Fruit,2024,42,182,0,271.05,325.26,32,35,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,43,175,0,273.7,328.44,35,35,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,44,168,0,270.71,324.85,35,35,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,45,161,0,269.89,323.87,35,32,34.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,46,154,0,274.02,328.82,35,35,35,0.29,26
Green Chillies,Vegetable/Fruit,2024,47,147,0,272.08,326.5,26,35,32.8,0.29,38
Green Chillies,Vegetable/Fruit,2024,48,140,0,272.96,327.55,38,35,33.5,0.29,26
Green Chillies,Vegetable/Fruit,2024,49,133,0,276.77,332.12,26,35,31.2,0.29,41
Green Chillies,Vegetable/Fruit,2024,50,126,0,276.35,331.62,41,26,32.8,0.29,44
Green Chillies,Vegetable/Fruit,2024,51,119,0,274.19,329.03,44,38,37.2,0.29,35
Green Chillies,Vegetable/Fruit,2024,52,112,0,274.0,328.8,35,26,36.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,1,105,0,275.75,330.9,35,41,38.8,0.29,35
Green Chillies,Vegetable/Fruit,2025,2,98,0,274.6,329.52,35,44,37.2,0.29,35
Green Chillies,Vegetable/Fruit,2025,3,91,0,275.49,330.59,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,4,84,0,274.85,329.82,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,5,77,0,275.16,330.19,35,35,35,0.29,31
Green Chillies,Vegetable/Fruit,2025,6,70,0,276.14,331.37,31,35,34,0.29,33
Green Chillies,Vegetable/Fruit,2025,7,63,0,273.23,327.88,33,35,33.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,8,56,0,275.03,330.04,35,35,33.5,0.29,31
Green Chillies,Vegetable/Fruit,2025,9,49,0,272.09,326.51,31,31,32.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,10,42,0,274.58,329.5,35,33,33.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,11,35,0,273.76,328.51,35,35,34,0.29,35
Green Chillies,Vegetable/Fruit,2025,12,28,0,275.7,330.84,35,31,34,0.29,35
Green Chillies,Vegetable/Fruit,2025,13,21,1,274.52,329.42,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,14,14,1,279.53,335.44,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,15,7,1,280.92,337.1,35,35,35,0.29,69
Green Chillies,Vegetable/Fruit,2025,16,0,1,273.79,328.55,69,35,43.5,0.29,70
Green Chillies,Vegetable/Fruit,2025,17,358,0,272.09,326.51,70,35,52.2,0.29,35
Green Chillies,Vegetable/Fruit,2025,18,351,0,276.83,332.2,35,35,52.2,0.29,35
Green Chillies,Vegetable/Fruit,2025,19,344,0,273.13,327.76,35,69,52.2,0.29,35
Green Chillies,Vegetable/Fruit,2025,20,337,0,272.03,326.44,35,70,43.8,0.29,35
Green Chillies,Vegetable/Fruit,2025,21,330,0,274.57,329.48,35,35,35,0.29,26
Green Chillies,Vegetable/Fruit,2025,22,323,0,274.49,329.39,26,35,32.8,0.29,38
Green Chillies,Vegetable/Fruit,2025,23,316,0,273.03,327.64,38,35,33.5,0.29,26
Green Chillies,Vegetable/Fruit,2025,24,309,0,276.58,331.9,26,35,31.2,0.29,41
Green Chillies,Vegetable/Fruit,2025,25,302,0,273.94,328.73,41,26,32.8,0.29,36
Green Chillies,Vegetable/Fruit,2025,26,295,0,270.92,325.1,36,38,35.2,0.29,43
Green Chillies,Vegetable/Fruit,2025,27,288,0,274.36,329.23,43,26,36.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,28,281,0,277.13,332.56,35,41,38.8,0.29,59
Green Chillies,Vegetable/Fruit,2025,29,274,0,277.87,333.44,59,36,43.2,0.29,31
Green Chillies,Vegetable/Fruit,2025,30,267,0,276.14,331.37,31,43,42,0.29,47
Green Chillies,Vegetable/Fruit,2025,31,260,0,275.95,331.14,47,35,43,0.29,35
Green Chillies,Vegetable/Fruit,2025,32,253,0,272.19,326.63,35,59,43,0.29,35
Green Chillies,Vegetable/Fruit,2025,33,246,0,276.28,331.54,35,31,37,0.29,35
Green Chillies,Vegetable/Fruit,2025,34,239,0,275.24,330.29,35,47,38,0.29,33
Green Chillies,Vegetable/Fruit,2025,35,232,0,275.98,331.18,33,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,36,225,0,275.63,330.76,35,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,37,218,0,277.08,332.5,35,35,34.5,0.29,32
Green Chillies,Vegetable/Fruit,2025,38,211,0,275.05,330.06,32,33,33.8,0.29,24
Green Chillies,Vegetable/Fruit,2025,39,204,0,275.5,330.6,24,35,31.5,0.29,45
Green Chillies,Vegetable/Fruit,2025,40,197,0,276.29,331.55,45,35,34,0.29,58
Green Chillies,Vegetable/Fruit,2025,41,190,0,272.57,327.08,58,32,39.8,0.29,42
Green Chillies,Vegetable/Fruit,2025,42,183,0,272.65,327.18,42,24,42.2,0.29,35
Green Chillies,Vegetable/Fruit,2025,43,176,0,275.72,330.86,35,45,45,0.29,35
Green Chillies,Vegetable/Fruit,2025,44,169,0,274.64,329.57,35,58,42.5,0.29,35
Green Chillies,Vegetable/Fruit,2025,45,162,0,276.76,332.11,35,42,36.8,0.29,35
Green Chillies,Vegetable/Fruit,2025,46,155,0,276.47,331.76,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,47,148,0,276.6,331.92,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,48,141,0,276.0,331.2,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,49,134,0,277.28,332.74,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,50,127,0,276.26,331.51,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2025,51,120,0,274.18,329.02,35,35,35,0.29,33
Green Chillies,Vegetable/Fruit,2025,52,113,0,276.32,331.58,33,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,1,106,0,276.46,331.75,35,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,2,99,0,278.21,333.85,35,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,3,92,0,276.41,331.69,35,33,34.5,0.29,34
Green Chillies,Vegetable/Fruit,2026,4,85,0,272.86,327.43,34,35,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2026,5,78,0,277.23,332.68,35,35,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2026,6,71,0,274.79,329.75,35,35,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2026,7,64,0,277.63,333.16,35,34,34.8,0.29,35
Green Chillies,Vegetable/Fruit,2026,8,57,0,277.08,332.5,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2026,9,50,0,276.19,331.43,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2026,10,43,0,278.3,333.96,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2026,11,36,0,276.42,331.7,35,35,35,0.29,34
Green Chillies,Vegetable/Fruit,2026,12,29,0,275.65,330.78,34,35,34.8,0.29,34
Green Chillies,Vegetable/Fruit,2026,13,22,0,276.52,331.82,34,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,14,15,1,277.11,332.53,35,35,34.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,15,8,1,282.5,339.0,35,34,34.5,0.29,70
Green Chillies,Vegetable/Fruit,2026,16,1,1,276.94,332.33,70,34,43.5,0.29,62
Green Chillies,Vegetable/Fruit,2026,17,359,0,276.22,331.46,62,35,50.5,0.29,37
Green Chillies,Vegetable/Fruit,2026,18,352,0,275.43,330.52,37,35,51,0.29,37
Green Chillies,Vegetable/Fruit,2026,19,345,0,279.16,334.99,37,70,51.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,20,338,0,274.57,329.48,35,62,42.8,0.29,35
Green Chillies,Vegetable/Fruit,2026,21,331,0,275.93,331.12,35,37,36,0.29,35
Green Chillies,Vegetable/Fruit,2026,22,324,0,273.71,328.45,35,37,35.5,0.29,35
Green Chillies,Vegetable/Fruit,2026,23,317,0,277.42,332.9,35,35,35,0.29,35
Green Chillies,Vegetable/Fruit,2026,24,310,0,273.11,327.73,35,35,35,0.0,6
Lime,Vegetable/Fruit,2022,24,305,0,86.2,103.44,20,20,20,0.29,20
Lime,Vegetable/Fruit,2022,25,298,0,88.02,105.62,20,28,20,0.29,28
Lime,Vegetable/Fruit,2022,26,291,0,91.45,109.74,28,27,24,0.29,27
Lime,Vegetable/Fruit,2022,27,284,0,92.63,111.16,27,28,25,0.29,28
Lime,Vegetable/Fruit,2022,28,277,0,96.2,115.44,28,20,25.8,0.29,28
Lime,Vegetable/Fruit,2022,29,270,0,97.93,117.52,28,28,27.8,0.29,28
Lime,Vegetable/Fruit,2022,30,263,0,99.75,119.7,28,27,27.8,0.29,27
Lime,Vegetable/Fruit,2022,31,256,0,103.17,123.8,27,28,27.8,0.29,25
Lime,Vegetable/Fruit,2022,32,249,0,104.49,125.39,25,28,27,0.29,20
Lime,Vegetable/Fruit,2022,33,242,0,106.08,127.3,20,28,25,0.29,36
Lime,Vegetable/Fruit,2022,34,235,0,108.69,130.43,36,27,27,0.29,28
Lime,Vegetable/Fruit,2022,35,228,0,110.77,132.92,28,25,27.2,0.29,28
Lime,Vegetable/Fruit,2022,36,221,0,113.47,136.16,28,20,28,0.29,28
Lime,Vegetable/Fruit,2022,37,214,0,116.02,139.22,28,36,30,0.29,40
Lime,Vegetable/Fruit,2022,38,207,0,116.33,139.6,40,28,31,0.29,13
Lime,Vegetable/Fruit,2022,39,200,0,117.53,141.04,13,28,27.2,0.29,28
Lime,Vegetable/Fruit,2022,40,193,0,121.13,145.36,28,28,27.2,0.29,28
Lime,Vegetable/Fruit,2022,41,186,0,123.37,148.04,28,40,27.2,0.29,46
Lime,Vegetable/Fruit,2022,42,179,0,125.82,150.98,46,13,28.8,0.29,21
Lime,Vegetable/Fruit,2022,43,172,0,127.79,153.35,21,28,30.8,0.29,14
Lime,Vegetable/Fruit,2022,44,165,0,128.24,153.89,14,28,27.2,0.29,17
Lime,Vegetable/Fruit,2022,45,158,0,130.97,157.16,17,46,24.5,0.29,32
Lime,Vegetable/Fruit,2022,46,151,0,133.82,160.58,32,21,21,0.29,28
Lime,Vegetable/Fruit,2022,47,144,0,134.78,161.74,28,14,22.8,0.29,26
Lime,Vegetable/Fruit,2022,48,137,0,135.42,162.5,26,17,25.8,0.29,24
Lime,Vegetable/Fruit,2022,49,130,0,138.46,166.15,24,32,27.5,0.29,21
Lime,Vegetable/Fruit,2022,50,123,0,139.41,167.29,21,28,24.8,0.29,33
Lime,Vegetable/Fruit,2022,51,116,0,142.18,170.62,33,26,26,0.29,24
Lime,Vegetable/Fruit,2022,52,109,0,145.62,174.74,24,24,25.5,0.29,25
Lime,Vegetable/Fruit,2023,1,102,0,144.3,173.16,25,21,25.8,0.29,12
Lime,Vegetable/Fruit,2023,2,95,0,148.99,178.79,12,33,23.5,0.29,16
Lime,Vegetable/Fruit,2023,3,88,0,148.75,178.5,16,24,19.2,0.29,26
Lime,Vegetable/Fruit,2023,4,81,0,152.25,182.7,26,25,19.8,0.29,35
Lime,Vegetable/Fruit,2023,5,74,0,153.8,184.56,35,12,22.2,0.29,20
Lime,Vegetable/Fruit,2023,6,67,0,155.59,186.71,20,16,24.2,0.29,19
Lime,Vegetable/Fruit,2023,7,60,0,155.58,186.7,19,26,25,0.29,18
Lime,Vegetable/Fruit,2023,8,53,0,159.18,191.02,18,35,23,0.29,28
Lime,Vegetable/Fruit,2023,9,46,0,160.3,192.36,28,20,21.2,0.29,28
Lime,Vegetable/Fruit,2023,10,39,0,160.1,192.12,28,19,23.2,0.29,28
Lime,Vegetable/Fruit,2023,11,32,0,158.44,190.13,28,18,25.5,0.29,28
Lime,Vegetable/Fruit,2023,12,25,0,157.77,189.32,28,28,28,0.29,21
Lime,Vegetable/Fruit,2023,13,18,1,160.17,192.2,21,28,26.2,0.29,31
Lime,Vegetable/Fruit,2023,14,11,1,159.36,191.23,31,28,27,0.29,28
Lime,Vegetable/Fruit,2023,15,4,1,161.91,194.29,28,28,27,0.29,56
Lime,Vegetable/Fruit,2023,16,363,0,157.72,189.26,56,21,34,0.29,28
Lime,Vegetable/Fruit,2023,17,356,0,156.73,188.08,28,31,35.8,0.29,28
Lime,Vegetable/Fruit,2023,18,349,0,155.48,186.58,28,28,35,0.29,28
Lime,Vegetable/Fruit,2023,19,342,0,155.02,186.02,28,56,35,0.29,25
Lime,Vegetable/Fruit,2023,20,335,0,153.29,183.95,25,28,27.2,0.29,28
Lime,Vegetable/Fruit,2023,21,328,0,155.4,186.48,28,28,27.2,0.29,28
Lime,Vegetable/Fruit,2023,22,321,0,154.39,185.27,28,28,27.2,0.29,28
Lime,Vegetable/Fruit,2023,23,314,0,153.9,184.68,28,25,27.2,0.29,28
Lime,Vegetable/Fruit,2023,24,307,0,151.24,181.49,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,25,300,0,153.86,184.63,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,26,293,0,152.41,182.89,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,27,286,0,151.89,182.27,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,28,279,0,153.36,184.03,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,29,272,0,152.43,182.92,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,30,265,0,149.37,179.24,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,31,258,0,149.8,179.76,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,32,251,0,149.04,178.85,28,28,28,0.29,28
Lime,Vegetable/Fruit,2023,33,244,0,150.13,180.16,28,28,28,0.29,21
Lime,Vegetable/Fruit,2023,34,237,0,147.66,177.19,21,28,26.2,0.29,7
Lime,Vegetable/Fruit,2023,35,230,0,148.66,178.39,7,28,21,0.29,28
