item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_price,lag4_price,rolling4_mean_price,target_next_month_price,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
Rice (red nadu),cereals and tubers,2020,16,364,0,95.75,,98.0,62.5,98.0,,458,348,355.8,0.343,332
Rice (red nadu),cereals and tubers,2020,20,334,0,94.0,,,98.0,98.0,96.0,332,340,321.0,0.28,201
Rice (red nadu),cereals and tubers,2020,25,303,0,93.0,96.0,,98.0,97.0,96.0,201,293,327.2,0.336,318
Rice (red nadu),cereals and tubers,2020,29,273,0,90.52,96.0,96.0,98.0,96.0,96.0,318,458,272.5,0.293,239
Rice (red nadu),cereals and tubers,2020,33,242,0,89.43,96.0,96.0,,96.0,96.17,239,332,260.2,0.284,283
Rice (red nadu),cereals and tubers,2020,38,211,0,89.04,96.17,96.0,,96.04,96.17,283,201,276.8,0.286,267
Rice (red nadu),cereals and tubers,2020,42,181,0,89.04,96.17,96.17,96.0,96.08,,267,318,294.2,0.267,388
Rice (red),cereals and tubers,2020,3,90,0,103.81,113.14,,,113.14,98.0,363,363,363.0,0.326,363
Rice (red),cereals and tubers,2020,7,59,0,92.75,98.0,113.14,,105.57,95.0,363,396,379.5,0.262,396
Rice (red),cereals and tubers,2020,11,30,1,87.5,95.0,98.0,,102.05,,396,393,384.0,0.308,393
Rice (red),cereals and tubers,2020,16,364,0,89.5,,95.0,,102.05,,393,460,403.0,0.286,460
Rice (red),cereals and tubers,2020,20,334,0,91.15,,,113.14,96.5,93.0,460,363,407.2,0.303,380
Rice (red),cereals and tubers,2020,25,303,0,90.52,93.0,,98.0,94.0,93.0,380,396,391.5,0.277,333
Rice (red),cereals and tubers,2020,29,273,0,89.85,93.0,93.0,95.0,93.0,93.0,333,393,403.8,0.324,442
Rice (red),cereals and tubers,2020,33,242,0,88.32,93.0,93.0,,93.0,93.0,442,460,390.0,0.221,405
Rice (red),cereals and tubers,2020,38,211,0,88.12,93.0,93.0,,93.0,93.0,405,380,387.8,0.311,371
Rice (red),cereals and tubers,2020,42,181,0,88.12,93.0,93.0,93.0,93.0,,371,333,395.2,0.363,363
Rice (red),cereals and tubers,2021,2,89,0,98.7,,93.0,93.0,93.0,,363,442,371.5,0.362,347
Rice (red),cereals and tubers,2021,7,58,0,93.7,,,93.0,93.0,,347,405,373.2,0.235,412
Rice (red),cereals and tubers,2021,11,30,1,93.9,,,93.0,93.0,,412,371,384.2,0.393,415
Rice (red),cereals and tubers,2021,15,364,0,94.4,,,93.0,,,415,363,394.0,0.319,402
Rice (white),cereals and tubers,2006,28,273,0,,30.25,,,30.25,29.54,230,230,230.0,0.27,230
Rice (white),cereals and tubers,2006,33,242,0,,29.54,30.25,,29.9,29.92,230,194,212.0,0.264,194
Rice (white),cereals and tubers,2006,37,211,0,,29.92,29.54,,29.9,29.66,194,205,209.7,0.23,205
Rice (white),cereals and tubers,2006,41,181,0,,29.66,29.92,,29.84,31.78,205,216,211.2,0.348,216
Rice (white),cereals and tubers,2006,46,150,0,,31.78,29.66,30.25,30.22,34.32,216,230,197.2,0.239,174
Rice (white),cereals and tubers,2006,50,120,0,,34.32,31.78,29.54,31.42,36.38,174,194,204.0,0.321,221
Rice (white),cereals and tubers,2007,7,58,0,,36.38,34.32,29.92,33.03,34.29,221,205,217.2,0.245,258
Rice (white),cereals and tubers,2007,11,30,1,,34.29,36.38,29.66,34.19,32.83,258,216,263.8,0.348,402
Rice (white),cereals and tubers,2007,15,365,0,,32.83,34.29,31.78,34.46,34.19,402,174,270.8,0.284,202
Rice (white),cereals and tubers,2007,20,335,0,,34.19,32.83,34.32,34.42,35.76,202,221,266.0,0.251,202
Rice (white),cereals and tubers,2007,24,304,0,,35.76,34.19,36.38,34.27,36.36,202,258,270.8,0.357,277
Rice (white),cereals and tubers,2007,28,274,0,,36.36,35.76,34.29,34.78,37.1,277,402,225.5,0.394,221
Rice (white),cereals and tubers,2007,33,243,0,,37.1,36.36,32.83,35.85,37.63,221,202,236.2,0.316,245
Rice (white),cereals and tubers,2007,37,212,0,,37.63,37.1,34.19,36.71,37.88,245,202,249.8,0.202,256
Rice (white),cereals and tubers,2007,42,182,0,,37.88,37.63,35.76,37.24,47.5,256,277,248.2,0.316,271
Rice (white),cereals and tubers,2007,46,151,0,,47.5,37.88,36.36,40.03,54.04,271,221,251.2,0.259,233
Rice (white),cereals and tubers,2007,50,121,0,,54.04,47.5,37.1,44.26,57.41,233,245,252.0,0.263,248
Rice (white),cereals and tubers,2008,3,90,0,,57.41,54.04,37.63,49.21,65.81,248,256,244.2,0.224,225
Rice (white),cereals and tubers,2008,16,364,0,,65.81,57.41,37.88,56.19,65.0,225,271,239.0,0.292,250
Rice (white),cereals and tubers,2008,20,334,0,,65.0,65.81,47.5,60.56,66.05,250,233,228.0,0.401,189
Rice (white),cereals and tubers,2008,24,303,0,,66.05,65.0,54.04,63.57,62.6,189,248,218.2,0.36,209
Rice (white),cereals and tubers,2008,29,273,0,,62.6,66.05,57.41,64.86,62.22,209,225,216.2,0.257,217
Rice (white),cereals and tubers,2008,33,242,0,,62.22,62.6,65.81,63.97,60.93,217,250,206.5,0.211,211
Rice (white),cereals and tubers,2008,38,211,0,,60.93,62.22,65.0,62.95,61.55,211,189,215.8,0.348,226
Rice (white),cereals and tubers,2008,42,181,0,,61.55,60.93,66.05,61.82,61.69,226,209,211.0,0.266,190
Rice (white),cereals and tubers,2008,46,150,0,,61.69,61.55,62.6,61.6,63.94,190,217,206.8,0.339,200
Rice (white),cereals and tubers,2008,51,120,0,,63.94,61.69,62.22,62.03,65.0,200,211,202.5,0.348,194
Rice (white),cereals and tubers,2009,7,58,0,,65.0,63.94,60.93,63.04,61.01,194,226,197.5,0.318,206
Rice (white),cereals and tubers,2009,11,30,1,,61.01,65.0,61.55,62.91,57.72,206,190,206.0,0.334,224
Rice (white),cereals and tubers,2009,16,364,0,,57.72,61.01,61.69,61.92,60.06,224,200,206.0,0.359,200
Rice (white),cereals and tubers,2009,20,334,0,,60.06,57.72,63.94,60.95,62.11,200,194,206.2,0.341,195
Rice (white),cereals and tubers,2009,25,303,0,,62.11,60.06,65.0,60.22,60.92,195,206,205.2,0.329,202
Rice (white),cereals and tubers,2009,29,273,0,,60.92,62.11,61.01,60.2,61.11,202,224,209.8,0.336,242
Rice (white),cereals and tubers,2009,33,242,0,,61.11,60.92,57.72,61.05,60.55,242,200,209.0,0.319,197
Rice (white),cereals and tubers,2009,38,211,0,,60.55,61.11,60.06,61.17,61.52,197,195,212.0,0.347,207
Rice (white),cereals and tubers,2009,42,181,0,,61.52,60.55,62.11,61.02,62.56,207,202,208.0,0.296,186
Rice (white),cereals and tubers,2009,46,150,0,,62.56,61.52,60.92,61.44,63.19,186,242,195.5,0.453,192
Rice (white),cereals and tubers,2009,51,120,0,,63.19,62.56,61.11,61.96,65.93,192,197,198.8,0.301,210
Rice (white),cereals and tubers,2010,2,89,0,,65.93,63.19,60.55,63.3,52.77,210,207,184.2,0.269,149
Rice (white),cereals and tubers,2010,11,30,1,,52.77,65.93,61.52,61.11,52.15,149,186,214.8,0.206,308
Rice (white),cereals and tubers,2010,19,334,0,,52.15,52.77,62.56,58.51,51.81,308,192,231.2,0.406,258
Rice (white),cereals and tubers,2010,24,303,0,,51.81,52.15,63.19,55.67,49.45,258,210,235.0,0.311,225
Rice (white),cereals and tubers,2010,28,273,0,,49.45,51.81,65.93,51.54,47.38,225,149,255.2,0.315,230
Rice (white),cereals and tubers,2010,32,242,0,,47.38,49.45,52.77,50.2,48.45,230,308,224.8,0.336,186
Rice (white),cereals and tubers,2010,37,211,0,,48.45,47.38,52.15,49.27,53.3,186,258,222.8,0.288,250
Rice (white),cereals and tubers,2010,41,181,0,,53.3,48.45,51.81,49.64,56.62,250,225,220.5,0.313,216
Rice (white),cereals and tubers,2010,46,150,0,,56.62,53.3,49.45,51.44,57.89,216,230,215.5,0.282,210
Rice (white),cereals and tubers,2010,50,120,0,,57.89,56.62,47.38,54.06,59.23,210,186,218.0,0.242,196
Rice (white),cereals and tubers,2011,11,30,1,,59.23,57.89,48.45,56.76,58.24,196,250,228.0,0.235,290
Rice (white),cereals and tubers,2011,19,335,0,,58.24,59.23,53.3,58.0,57.44,290,216,231.2,0.237,229
Rice (white),cereals and tubers,2011,24,304,0,,57.44,58.24,56.62,58.2,56.42,229,210,233.0,0.28,217
Rice (white),cereals and tubers,2011,28,274,0,,56.42,57.44,57.89,57.83,54.91,217,196,231.0,0.344,188
Rice (white),cereals and tubers,2011,33,243,0,,54.91,56.42,59.23,56.75,52.16,188,290,203.0,0.309,178
Rice (white),cereals and tubers,2011,37,212,0,,52.16,54.91,58.24,55.23,54.27,178,229,205.5,0.337,239
Rice (white),cereals and tubers,2011,41,182,0,,54.27,52.16,57.44,54.44,56.0,239,217,207.8,0.364,226
Rice (white),cereals and tubers,2011,46,151,0,,56.0,54.27,56.42,54.34,58.06,226,188,217.8,0.29,228
Rice (white),cereals and tubers,2011,50,121,0,,58.06,56.0,54.91,55.12,57.95,228,178,234.0,0.272,243
Rice (white),cereals and tubers,2012,2,90,0,,57.95,58.06,52.16,56.57,54.24,243,239,239.0,0.283,259
Rice (white),cereals and tubers,2012,11,30,1,,54.24,57.95,54.27,56.56,51.87,259,226,292.8,0.367,441
Rice (white),cereals and tubers,2012,20,334,0,,51.87,54.24,56.0,55.53,52.42,441,228,290.0,0.231,217
Rice (white),cereals and tubers,2012,24,303,0,,52.42,51.87,58.06,54.12,56.89,217,243,282.2,0.294,212
Rice (white),cereals and tubers,2012,28,273,0,,56.89,52.42,57.95,53.86,56.33,212,259,267.0,0.298,198
Rice (white),cereals and tubers,2012,33,242,0,,56.33,56.89,54.24,54.38,58.37,198,441,221.5,0.343,259
Rice (white),cereals and tubers,2012,37,211,0,,58.37,56.33,51.87,56.0,59.22,259,217,228.2,0.277,244
Rice (white),cereals and tubers,2012,42,181,0,,59.22,58.37,52.42,57.7,59.82,244,212,242.0,0.332,267
Rice (white),cereals and tubers,2012,46,150,0,,59.82,59.22,56.89,58.43,60.58,267,198,239.8,0.345,189
Rice (white),cereals and tubers,2012,50,120,0,,60.58,59.82,56.33,59.5,60.98,189,259,226.8,0.277,207
Rice (white),cereals and tubers,2013,3,89,0,,60.98,60.58,58.37,60.15,60.46,207,244,223.0,0.394,229
Rice (white),cereals and tubers,2013,7,58,0,,60.46,60.98,59.22,60.46,58.91,229,267,200.8,0.295,178
Rice (white),cereals and tubers,2013,11,30,1,,58.91,60.46,59.82,60.23,59.48,178,189,258.0,0.33,418
Rice (white),cereals and tubers,2013,20,334,0,,59.48,58.91,60.58,59.96,59.52,418,207,262.8,0.303,226
Rice (white),cereals and tubers,2013,24,303,0,,59.52,59.48,60.98,59.59,58.88,226,229,261.5,0.23,224
Rice (white),cereals and tubers,2013,29,273,0,,58.88,59.52,60.46,59.2,57.79,224,178,271.2,0.372,217
Rice (white),cereals and tubers,2013,33,242,0,,57.79,58.88,58.91,58.92,57.85,217,418,213.0,0.253,185
Rice (white),cereals and tubers,2013,37,211,0,,57.85,57.79,59.48,58.51,59.38,185,226,215.0,0.288,234
Rice (white),cereals and tubers,2013,42,181,0,,59.38,57.85,59.52,58.48,59.49,234,224,203.5,0.295,178
Rice (white),cereals and tubers,2013,46,150,0,,59.49,59.38,58.88,58.63,60.44,178,217,194.0,0.261,179
Rice (white),cereals and tubers,2013,50,120,0,,60.44,59.49,57.79,59.29,64.89,179,185,202.5,0.333,219
Rice (white),cereals and tubers,2014,3,89,0,,64.89,60.44,57.85,61.05,67.58,219,234,191.5,0.287,190
Rice (white),cereals and tubers,2014,11,30,1,,67.58,64.89,59.38,63.1,67.61,190,178,231.8,0.231,339
Rice (white),cereals and tubers,2014,20,334,0,,67.61,67.58,59.49,65.13,68.44,339,179,226.2,0.366,157
Rice (white),cereals and tubers,2014,24,303,0,,68.44,67.61,60.44,67.13,68.68,157,219,223.5,0.305,208
Rice (white),cereals and tubers,2014,29,273,0,,68.68,68.44,64.89,68.08,72.9,208,190,221.0,0.232,180
Rice (white),cereals and tubers,2014,33,242,0,,72.9,68.68,67.58,69.41,78.56,180,339,186.0,0.289,199
Rice (white),cereals and tubers,2014,38,211,0,,78.56,72.9,67.61,72.15,78.78,199,157,194.0,0.354,189
Rice (white),cereals and tubers,2014,42,181,0,,78.78,78.56,68.44,74.73,78.67,189,208,197.8,0.28,223
Rice (white),cereals and tubers,2014,46,150,0,,78.67,78.78,68.68,77.23,78.19,223,180,207.0,0.322,217
Rice (white),cereals and tubers,2014,51,120,0,,78.19,78.67,72.9,78.55,76.17,217,199,196.8,0.333,158
Rice (white),cereals and tubers,2015,3,89,0,,76.17,78.19,78.56,77.95,73.41,158,189,189.5,0.335,160
Rice (white),cereals and tubers,2015,11,30,1,,73.41,76.17,78.78,76.61,70.12,160,223,207.5,0.24,295
Rice (white),cereals and tubers,2015,16,365,0,,70.12,73.41,78.67,74.47,70.24,295,217,200.8,0.286,190
Rice (white),cereals and tubers,2015,20,335,0,,70.24,70.12,78.19,72.48,70.11,190,158,217.5,0.282,225
Rice (white),cereals and tubers,2015,25,304,0,,70.11,70.24,76.17,70.97,68.64,225,160,227.0,0.34,198
Rice (white),cereals and tubers,2015,29,274,0,,68.64,70.11,73.41,69.78,64.88,198,295,209.8,0.306,226
Rice (white),cereals and tubers,2015,33,243,0,,64.88,68.64,70.12,68.47,63.76,226,190,214.2,0.395,208
Rice (white),cereals and tubers,2015,38,212,0,,63.76,64.88,70.24,66.85,64.8,208,225,206.8,0.256,195
Rice (white),cereals and tubers,2015,42,182,0,,64.8,63.76,70.11,65.52,66.47,195,198,210.2,0.334,212
Rice (white),cereals and tubers,2015,46,151,0,,66.47,64.8,68.64,64.98,70.58,212,226,202.5,0.349,195
Rice (white),cereals and tubers,2015,51,121,0,,70.58,66.47,64.88,66.4,72.65,195,208,199.2,0.302,195
Rice (white),cereals and tubers,2016,2,90,0,,72.65,70.58,63.76,68.62,64.86,195,195,195.8,0.301,181
Rice (white),cereals and tubers,2016,11,30,1,,64.86,72.65,64.8,68.64,67.04,181,212,228.0,0.277,341
Rice (white),cereals and tubers,2016,15,364,0,,67.04,64.86,66.47,68.78,69.48,341,195,228.8,0.21,198
Rice (white),cereals and tubers,2016,19,334,0,,69.48,67.04,70.58,68.51,70.73,198,195,223.0,0.329,172
Rice (white),cereals and tubers,2016,24,303,0,,70.73,69.48,72.65,68.03,70.56,172,181,217.5,0.285,159
Rice (white),cereals and tubers,2016,28,273,0,,70.56,70.73,64.86,69.45,69.67,159,341,178.5,0.309,185
Rice (white),cereals and tubers,2016,33,242,0,,69.67,70.56,67.04,70.11,70.15,185,198,181.8,0.313,211
Rice (white),cereals and tubers,2016,37,211,0,,70.15,69.67,69.48,70.28,74.05,211,172,181.5,0.353,171
Rice (white),cereals and tubers,2016,41,181,0,,74.05,70.15,70.73,71.11,78.19,171,159,201.8,0.332,240
Rice (white),cereals and tubers,2016,46,150,0,,78.19,74.05,70.56,73.02,88.56,240,185,194.8,0.264,157
Rice (white),cereals and tubers,2016,50,120,0,,88.56,78.19,69.67,77.74,93.32,157,211,185.2,0.343,173
Rice (white),cereals and tubers,2017,2,89,0,,93.32,88.56,70.15,83.53,79.72,173,171,184.2,0.382,167
Rice (white),cereals and tubers,2017,20,334,0,,79.72,93.32,74.05,84.95,82.89,167,240,166.8,0.266,170
Rice (white),cereals and tubers,2017,24,303,0,,82.89,79.72,78.19,86.12,83.83,170,157,180.8,0.336,213
Rice (white),cereals and tubers,2017,28,273,0,,83.83,82.89,88.56,84.94,82.65,213,173,185.0,0.237,190
Rice (white),cereals and tubers,2017,33,242,0,,82.65,83.83,93.32,82.27,83.42,190,167,192.2,0.293,196
Rice (white),cereals and tubers,2017,37,211,0,,83.42,82.65,79.72,83.2,84.87,196,170,198.5,0.286,195
Rice (white),cereals and tubers,2017,41,181,0,,84.87,83.42,82.89,83.69,85.02,195,213,183.2,0.407,152
Rice (white),cereals and tubers,2017,46,150,0,,85.02,84.87,83.83,83.99,85.89,152,190,171.5,0.407,143
Rice (white),cereals and tubers,2017,50,120,0,,85.89,85.02,82.65,84.8,86.71,143,196,170.0,0.322,190
Rice (white),cereals and tubers,2018,3,89,0,,86.71,85.89,83.42,85.62,82.42,190,195,164.2,0.258,172
Rice (white),cereals and tubers,2018,15,364,0,,82.42,86.71,84.87,85.01,82.12,172,152,179.2,0.283,212
Rice (white),cereals and tubers,2018,20,334,0,,82.12,82.42,85.02,84.28,83.78,212,143,181.5,0.38,152
Rice (white),cereals and tubers,2018,24,303,0,,83.78,82.12,85.89,83.76,81.85,152,190,189.5,0.281,222
Rice (white),cereals and tubers,2018,28,273,0,,81.85,83.78,86.71,82.54,79.65,222,172,194.0,0.31,190
Rice (white),cereals and tubers,2018,33,242,0,,79.65,81.85,82.42,81.85,82.07,190,212,167.5,0.281,106
Rice (white),cereals and tubers,2018,37,211,0,,82.07,79.65,82.12,81.84,84.17,106,152,177.2,0.297,191
Rice (white),cereals and tubers,2018,42,181,0,,84.17,82.07,83.78,81.94,86.63,191,222,171.8,0.28,200
Rice (white),cereals and tubers,2018,46,150,0,,86.63,84.17,81.85,83.13,88.16,200,190,175.0,0.374,203
Rice (white),cereals and tubers,2018,50,120,0,,88.16,86.63,79.65,85.26,89.71,203,106,196.5,0.275,192
Rice (white),cereals and tubers,2019,3,89,0,,89.71,88.16,82.07,87.17,87.29,192,191,190.0,0.383,165
Rice (white),cereals and tubers,2019,7,58,0,,87.29,89.71,84.17,87.95,85.42,165,200,181.8,0.329,167
Rice (white),cereals and tubers,2019,20,335,0,,85.42,87.29,86.63,87.64,86.4,167,203,177.8,0.265,187
Rice (white),cereals and tubers,2019,24,304,0,,86.4,85.42,88.16,87.21,86.22,187,192,185.2,0.345,222
Rice (white),cereals and tubers,2019,29,274,0,,86.22,86.4,89.71,86.33,86.54,222,165,189.5,0.349,182
Rice (white),cereals and tubers,2019,33,243,0,,86.54,86.22,87.29,86.15,88.09,182,167,199.2,0.301,206
Rice (white),cereals and tubers,2019,37,212,0,,88.09,86.54,85.42,86.81,92.44,206,187,196.2,0.269,175
Rice (white),cereals and tubers,2019,42,182,0,,92.44,88.09,86.4,88.32,98.22,175,222,185.5,0.254,179
Rice (white),cereals and tubers,2019,46,151,0,,98.22,92.44,86.22,91.32,105.55,179,182,193.0,0.34,212
Rice (white),cereals and tubers,2019,50,121,0,,105.55,98.22,86.54,96.07,,212,206,190.2,0.379,195
Rice (white),cereals and tubers,2020,3,90,0,98.71,,105.55,88.09,98.74,101.82,195,175,194.0,0.223,190
Rice (white),cereals and tubers,2020,7,59,0,89.28,101.82,,92.44,101.86,99.06,190,179,192.0,0.336,171
Rice (white),cereals and tubers,2020,11,30,1,86.84,99.06,101.82,98.22,102.14,98.13,171,212,195.5,0.199,226
Rice (white),cereals and tubers,2020,16,364,0,,98.13,99.06,105.55,99.67,100.67,226,195,198.8,0.284,208
Rice (white),cereals and tubers,2020,20,334,0,92.33,100.67,98.13,,99.92,97.8,208,190,195.8,0.35,178
Rice (white),cereals and tubers,2020,25,303,0,88.75,97.8,100.67,101.82,98.92,97.89,178,171,196.8,0.19,175
Rice (white),cereals and tubers,2020,29,273,0,90.04,97.89,97.8,99.06,98.62,96.27,175,226,176.2,0.349,144
Rice (white),cereals and tubers,2020,33,242,0,,96.27,97.89,98.13,98.16,96.75,144,208,167.8,0.267,174
Rice (white),cereals and tubers,2020,38,211,0,88.12,96.75,96.27,100.67,97.18,95.71,174,178,168.0,0.273,179
Rice (white),cereals and tubers,2020,42,181,0,88.12,95.71,96.75,97.8,96.66,98.34,179,175,177.2,0.229,212
Rice (white),cereals and tubers,2020,46,150,0,,98.34,95.71,97.89,96.77,101.5,212,144,184.2,0.355,172
Rice (white),cereals and tubers,2020,51,120,0,,101.5,98.34,96.27,98.08,104.08,172,174,180.2,0.323,158
Rice (white),cereals and tubers,2021,2,89,0,99.1,104.08,101.5,96.75,99.91,,158,179,182.2,0.279,187
Rice (white),cereals and tubers,2021,7,58,0,93.0,,104.08,95.71,101.31,,187,212,173.0,0.261,175
Rice (white),cereals and tubers,2021,11,30,1,94.9,,,98.34,102.79,,175,172,207.0,0.333,308
Rice (white),cereals and tubers,2021,15,364,0,96.0,,,101.5,104.08,111.12,308,158,216.2,0.28,195
Rice (white),cereals and tubers,2021,19,334,0,,111.12,,104.08,111.12,113.69,195,187,211.5,0.303,168
Rice (white),cereals and tubers,2021,24,303,0,,113.69,111.12,,112.4,112.0,168,175,207.2,0.253,158
Rice (white),cereals and tubers,2021,28,273,0,,112.0,113.69,,112.27,107.0,158,308,167.5,0.3,149
Rice (white),cereals and tubers,2021,32,242,0,,107.0,112.0,,110.95,103.0,149,195,161.2,0.392,170
Rice (white),cereals and tubers,2021,37,211,0,,103.0,107.0,111.12,108.92,114.0,170,168,172.5,0.361,213
Rice (white),cereals and tubers,2021,41,181,0,,114.0,103.0,113.69,109.0,132.0,213,158,169.8,0.264,147
Rice (white),cereals and tubers,2021,46,150,0,,132.0,114.0,112.0,114.0,131.66,147,149,173.5,0.294,164
Rice (white),cereals and tubers,2021,50,120,0,,131.66,132.0,107.0,120.16,158.48,164,170,172.5,0.248,166
Rice (white),cereals and tubers,2022,2,89,0,,158.48,131.66,103.0,134.04,161.51,166,213,165.8,0.307,186
Rice (white),cereals and tubers,2022,7,58,0,,161.51,158.48,114.0,145.91,169.24,186,147,157.2,0.242,113
Rice (white),cereals and tubers,2022,11,30,1,,169.24,161.51,132.0,155.22,216.26,113,164,181.5,0.325,261
Rice (white),cereals and tubers,2022,19,334,0,,216.26,169.24,131.66,176.37,227.52,261,166,170.8,0.356,123
Rice (white),cereals and tubers,2022,24,303,0,,227.52,216.26,158.48,193.63,229.2,123,186,158.2,0.303,136
Rice (white),cereals and tubers,2023,24,304,0,,229.2,227.52,161.51,210.56,228.72,136,113,162.2,0.35,129
Rice (white),cereals and tubers,2023,28,274,0,,228.72,229.2,169.24,225.42,229.56,129,261,128.0,0.375,124
Rice (white),cereals and tubers,2023,33,243,0,,229.56,228.72,216.26,228.75,231.63,124,123,133.0,0.343,143
Rice (white),cereals and tubers,2023,37,212,0,,231.63,229.56,227.52,229.78,232.01,143,136,134.5,0.337,142
Rice (white),cereals and tubers,2023,41,182,0,,232.01,231.63,229.2,230.48,234.25,142,129,137.5,0.2,141
Rice (white),cereals and tubers,2023,46,151,0,,234.25,232.01,228.72,231.86,241.89,141,124,138.2,0.333,127
Rice (white),cereals and tubers,2023,50,121,0,,241.89,234.25,229.56,234.95,252.46,127,143,150.0,0.179,190
Rice (white),cereals and tubers,2024,3,90,0,,252.46,241.89,231.63,240.15,254.35,190,142,148.8,0.319,137
Rice (white),cereals and tubers,2024,7,59,0,,254.35,252.46,232.01,245.74,256.23,137,141,143.8,0.27,121
Rice (white),cereals and tubers,2024,11,30,1,,256.23,254.35,234.25,251.23,257.06,121,127,157.0,0.283,180
Rice (white),cereals and tubers,2024,16,364,0,,257.06,256.23,241.89,255.02,261.03,180,190,142.2,0.315,131
Rice (white),cereals and tubers,2024,20,334,0,,261.03,257.06,252.46,257.16,261.09,131,137,141.5,0.32,134
Rice (white),cereals and tubers,2024,24,303,0,,261.09,261.03,254.35,258.85,255.34,134,121,150.2,0.307,156
Rice (white),cereals and tubers,2024,29,273,0,,255.34,261.09,256.23,258.63,253.23,156,180,137.5,0.27,129
Rice (white),cereals and tubers,2024,33,242,0,,253.23,255.34,257.06,257.67,246.77,129,131,138.0,0.197,133
Rice (white),cereals and tubers,2024,37,211,0,,246.77,253.23,261.03,254.11,241.83,133,134,141.2,0.264,147
Rice (white),cereals and tubers,2024,42,181,0,,241.83,246.77,261.09,249.29,244.01,147,156,132.5,0.297,121
Rice (white),cereals and tubers,2024,46,150,0,,244.01,241.83,255.34,246.46,246.94,121,129,137.2,0.319,148
Rice (white),cereals and tubers,2024,50,120,0,,246.94,244.01,253.23,244.89,246.34,148,133,130.8,0.231,107
Rice (white),cereals and tubers,2025,3,89,0,,246.34,246.94,246.77,244.78,243.65,107,147,129.2,0.294,141
Rice (white),cereals and tubers,2025,7,58,0,,243.65,246.34,241.83,245.24,246.33,141,121,130.8,0.226,127
Rice (white),cereals and tubers,2025,11,30,1,,246.33,243.65,244.01,245.82,249.04,127,148,158.0,0.379,257
Rice (white),cereals and tubers,2025,16,364,0,,249.04,246.33,246.94,246.34,250.22,257,107,163.2,0.324,128
Rice (white),cereals and tubers,2025,20,334,0,,250.22,249.04,246.34,247.31,255.79,128,141,160.8,0.288,131
Rice (white),cereals and tubers,2025,24,303,0,,255.79,250.22,243.65,250.34,258.49,131,127,158.5,0.244,118
Rice (white),cereals and tubers,2025,29,273,0,,258.49,255.79,246.33,253.38,256.67,118,257,126.8,0.363,130
Rice (white),cereals and tubers,2025,33,242,0,,256.67,258.49,249.04,255.29,256.89,130,128,132.2,0.161,150
Rice (white),cereals and tubers,2025,38,211,0,,256.89,256.67,250.22,256.96,,150,131,135.5,0.376,144
Snake gourd,vegetables and fruits,2020,3,90,0,130.04,158.29,,,158.29,131.7,184,184,184.0,0.323,184
Snake gourd,vegetables and fruits,2020,7,59,0,101.7,131.7,158.29,,144.99,97.61,184,226,205.0,0.345,226
Snake gourd,vegetables and fruits,2020,11,30,1,67.61,97.61,131.7,,129.2,58.0,226,208,206.0,0.229,208
Snake gourd,vegetables and fruits,2020,16,364,0,44.0,58.0,97.61,,111.4,73.5,208,192,202.5,0.224,192
Snake gourd,vegetables and fruits,2020,20,334,0,56.42,73.5,58.0,158.29,90.2,112.48,192,184,193.0,0.271,146
Snake gourd,vegetables and fruits,2020,25,303,0,84.22,112.48,73.5,131.7,85.4,91.3,146,226,178.0,0.332,166
Snake gourd,vegetables and fruits,2020,29,273,0,59.18,91.3,112.48,97.61,83.82,113.5,166,208,177.0,0.239,204
Snake gourd,vegetables and fruits,2020,33,242,0,83.85,113.5,91.3,58.0,97.69,128.5,204,192,182.8,0.281,215
Snake gourd,vegetables and fruits,2020,38,211,0,101.34,128.5,113.5,73.5,111.44,128.5,215,146,192.0,0.203,183
Snake gourd,vegetables and fruits,2020,42,181,0,94.5,128.5,128.5,112.48,115.45,,183,166,197.2,0.353,187
Snake gourd,vegetables and fruits,2020,46,150,0,130.0,,128.5,91.3,123.5,,187,204,197.0,0.343,203
Snake gourd,vegetables and fruits,2020,51,120,0,92.5,,,113.5,128.5,,203,215,184.8,0.264,166
Snake gourd,vegetables and fruits,2021,2,89,0,127.5,,,128.5,128.5,,166,183,183.2,0.322,177
Snake gourd,vegetables and fruits,2021,7,58,0,85.0,,,128.5,,,177,187,185.8,0.244,197
Snake gourd,vegetables and fruits,2021,11,30,1,60.0,,,,,,197,203,189.2,0.383,217
Snake gourd,vegetables and fruits,2021,15,364,0,30.0,,,,,334.64,217,166,196.0,0.318,193
Snake gourd,vegetables and fruits,2022,28,273,0,,334.64,,,334.64,304.81,193,177,181.2,0.25,118
Snake gourd,vegetables and fruits,2022,33,242,0,,304.81,334.64,,319.73,357.39,118,197,164.5,0.412,130
Snake gourd,vegetables and fruits,2022,37,211,0,,357.39,304.81,,332.28,325.6,130,217,141.0,0.344,123
Snake gourd,vegetables and fruits,2022,41,181,0,,325.6,357.39,,330.61,392.69,123,193,127.0,0.32,137
Snake gourd,vegetables and fruits,2022,46,150,0,,392.69,325.6,334.64,345.12,223.0,137,118,126.2,0.308,115
Snake gourd,vegetables and fruits,2022,50,120,0,,223.0,392.69,304.81,324.67,402.5,115,130,135.8,0.223,168
Snake gourd,vegetables and fruits,2023,2,89,0,,402.5,223.0,357.39,335.95,222.0,168,123,137.0,0.363,128
